lon,lat,alt
16.11919220,51.56282190,133.00000
16.11876110,51.56318290,134.00000
16.11871470,51.56322170,134.00000
16.11799220,51.56337600,140.00000
16.11758290,51.56318530,145.00000
16.11715080,51.56298390,148.00000
16.11682690,51.56283300,150.00000
16.11673540,51.56279030,151.00000
16.11648990,51.56300420,152.00000
16.11654420,51.56346980,151.00000
16.11658710,51.56420690,148.00000
16.11662810,51.56505840,142.00000
16.11664160,51.56533610,140.00000
16.11644320,51.56531760,142.00000
16.11639050,51.56530620,143.00000
16.11602830,51.56522740,147.00000
16.11588580,51.56519650,149.00000
16.11554990,51.56512350,151.00000
16.11514090,51.56503470,154.00000
16.11482030,51.56496500,156.00000
16.11346130,51.56466980,168.00000
16.11217880,51.56439120,179.00000
16.11190910,51.56433260,181.00000
16.11167480,51.56428160,182.00000
16.11122170,51.56418320,182.00000
16.11083610,51.56409950,182.00000
16.11036040,51.56399610,181.00000
16.11014440,51.56394920,182.00000
16.11002660,51.56392360,182.00000
16.10992670,51.56390190,182.00000
16.10924820,51.56410290,183.00000
16.10903980,51.56417830,183.00000
16.10850100,51.56451450,182.00000
16.10831820,51.56490050,182.00000
16.10826870,51.56501070,182.00000
16.10775920,51.56522030,182.00000
16.10736830,51.56544010,183.00000
16.10724190,51.56552760,183.00000
16.10687920,51.56589230,184.00000
16.10634520,51.56643840,185.00000
16.10627630,51.56653020,185.00000
16.10612800,51.56690820,183.00000
16.10611800,51.56693800,183.00000
16.10611200,51.56700430,183.00000
16.10612500,51.56709590,182.00000
16.10614450,51.56731090,181.00000
16.10613100,51.56740400,181.00000
16.10612860,51.56742090,181.00000
16.10539550,51.56808960,184.00000
16.10510190,51.56836970,186.00000
16.10494210,51.56852230,185.00000
16.10479950,51.56895190,182.00000
16.10466020,51.56918830,182.00000
16.10463310,51.56923190,182.00000
16.10506770,51.56932920,180.00000
16.10539870,51.56928920,179.00000
16.10550960,51.56927570,178.00000
16.10562480,51.56926170,177.00000
16.10573980,51.56924770,177.00000
16.10599210,51.56924480,176.00000
16.10626890,51.56924480,174.00000
16.10670770,51.56934260,173.00000
16.10687450,51.56939760,173.00000
16.10693670,51.56943730,173.00000
16.10568230,51.56999450,179.00000
16.10436760,51.57040290,185.00000
16.10377620,51.57071180,186.00000
16.10556020,51.57122600,186.00000
16.10565960,51.57127320,186.00000
16.10577180,51.57135340,185.00000
16.10588830,51.57143670,183.00000
16.10599810,51.57148370,182.00000
16.10613430,51.57153020,181.00000
16.10634610,51.57160280,180.00000
16.10639940,51.57162100,179.00000
16.10655350,51.57167370,178.00000
16.10678030,51.57177930,176.00000
16.10688850,51.57187640,174.00000
16.10693280,51.57191600,173.00000
16.10700770,51.57198280,172.00000
16.10712110,51.57208430,170.00000
16.10716500,51.57214800,169.00000
16.10717710,51.57211500,170.00000
16.10697610,51.57230930,167.00000
16.10694500,51.57235660,166.00000
16.10718620,51.57263210,163.00000
16.10711570,51.57267800,163.00000
16.10705710,51.57285410,161.00000
16.10700840,51.57313630,159.00000
16.10707280,51.57347200,158.00000
16.10753390,51.57377170,155.00000
16.10813440,51.57422060,152.00000
16.10817900,51.57426250,152.00000
16.10858980,51.57450610,152.00000
16.10977950,51.57439780,153.00000
16.10979970,51.57436370,154.00000
16.10943080,51.57397590,158.00000
16.10871190,51.57338890,164.00000
16.10866060,51.57308770,165.00000
16.10866060,51.57302190,166.00000
16.10886010,51.57223440,171.00000
16.10889530,51.57214490,172.00000
16.10891480,51.57198540,172.00000
16.10902770,51.57176100,173.00000
16.10905560,51.57157450,172.00000
16.10906910,51.57148500,171.00000
16.10942160,51.57121100,168.00000
16.10953070,51.57118380,168.00000
16.10963660,51.57114250,167.00000
16.10981360,51.57106320,166.00000
16.10996350,51.57099590,166.00000
16.11034550,51.57090430,164.00000
16.11048320,51.57091060,163.00000
16.11073570,51.57092210,163.00000
16.11100100,51.57093420,161.00000
16.11124080,51.57094510,160.00000
16.11132510,51.57094890,159.00000
16.11156670,51.57095980,158.00000
16.11214700,51.57132650,153.00000
16.11243130,51.57166120,151.00000
16.11241980,51.57196060,151.00000
16.11231520,51.57246300,151.00000
16.11234860,51.57301380,151.00000
16.11234710,51.57306550,151.00000
16.11233910,51.57334150,151.00000
16.11233470,51.57349720,151.00000
16.11231620,51.57374790,151.00000
16.11222740,51.57410130,151.00000
16.11219140,51.57420930,150.00000
16.11207010,51.57440300,149.00000
16.11186470,51.57458210,148.00000
16.11162410,51.57469790,148.00000
16.11138310,51.57481070,147.00000
16.11119790,51.57487540,146.00000
16.11061460,51.57507880,144.00000
16.11032570,51.57520980,142.00000
16.11027370,51.57523780,142.00000
16.10998770,51.57546130,139.00000
16.11011340,51.57553670,138.00000
16.11062320,51.57584260,133.00000
16.11117950,51.57614760,131.00000
16.11157860,51.57634710,129.00000
16.11206020,51.57658800,127.00000
16.11260330,51.57685950,125.00000
16.11303550,51.57707560,124.00000
16.11375180,51.57743960,122.00000
16.11428890,51.57775290,120.00000
16.11489480,51.57816110,119.00000
16.11497850,51.57824500,119.00000
16.11552040,51.57818750,119.00000
16.11660770,51.57804460,119.00000
16.11685250,51.57816750,119.00000
16.11678580,51.57822100,119.00000
16.11676820,51.57824130,118.00000
16.11677690,51.57823920,118.00000
16.11677680,51.57823890,118.00000
